,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,14.764581960749531,8.360241053586531,6.300475692001162,12.08250141434159,9.922281945960279,7.342002758029844,10.460376125100657,7.190672704544061,8.955857309141095,8.870233068238456,9.427854101919127,13.490189992065103,9.53290736766336,13.4996822960391,3.8034427510932436,10.188951491158429,9.37015261415527,9.816943779462271,6.697721660515152,15.179690717352074,13.397669028366623,14.952908244793317,11.096155418853328,8.588916901616876,11.0239257216045
2021-05-14,15.290720291051086,8.703406833264278,6.413620337242018,12.470807912763528,10.452657434666643,7.483916531538601,10.829492329404289,7.508342415645525,9.261637331080358,9.025580728177019,9.760284623913947,13.936187139083724,9.835393848929437,13.97499514509514,3.8654139133293755,10.650737903566672,9.694779275217117,10.089564748158198,6.85064677902345,16.132362235892003,13.907664653029869,15.9519395542208,11.484911023258364,8.826106324404414,11.258648867603897
2021-05-15,15.904380254669716,9.5837098115617,6.7498425857656335,13.625147730608482,11.645661276565153,7.896421560936982,11.743270352627503,8.328409084732312,10.08683743291538,9.625758193246439,10.67879692388631,15.118224705314136,10.639678448111608,15.258682615090896,4.069080621555032,11.802738645315772,10.538165514658848,10.861571329411202,7.484091938793692,18.379349388782583,15.39037826783101,18.138501303011147,12.412921785741505,9.552580702811065,11.928721953885624
2021-05-16,16.773688603161965,10.373593414708612,7.127992955074349,14.585597438994126,11.87398050783937,8.68056692182679,12.540867239277302,8.922891182304424,10.709189933355676,10.561511844721542,11.74773613301291,15.93851447914134,11.337574681844306,16.21481673409892,4.273926951275721,12.686368528903996,11.201281797629527,11.676906180567602,7.862180358067605,18.961576319538786,16.43907805740283,19.26542696850116,13.52836144445909,10.358618478743447,12.87657539467343
2021-05-17,18.424783666829377,11.226529986427973,7.335931196022619,15.89712563590543,13.033687414659243,9.401028726147294,14.252326281458696,9.290243993536665,11.694960873737628,11.415365455995072,12.683828983925869,17.284824917827102,12.771475996438227,17.600865705390106,4.396398124791693,13.916022651966806,12.29031008174624,12.523795527333558,8.23879924806177,21.797522753510556,18.195358233706994,22.224442771976772,14.646117610475358,11.114591775662849,14.133503024174914
2021-05-18,20.006570382004554,11.870316493660386,7.9150093812037365,16.872568049193887,14.538653721798653,9.931792623136186,15.114239660396713,10.023873547748831,12.590434631673702,11.952317116023778,13.424117674646382,18.32485230371214,13.526887745392314,19.417367998855983,4.5474267810432645,14.740058138846667,13.24501275694691,13.346149555207475,9.017620908338381,23.854671988223032,19.17911393233165,23.79744426955284,15.425944527878995,12.068597482474786,15.122769230576157
2021-05-19,21.328155391099898,12.646669110586233,8.392205662984052,18.213812320470748,15.547440152149804,10.619787672435482,16.267392044840424,10.670701532509533,13.40525802075136,12.718726009176684,14.134383484642306,20.06555308456574,14.45088449962132,20.81004336367107,4.7966976513579525,15.69646511151514,14.129472061935555,14.263943013279631,9.52249530993745,26.090668271138064,21.14441600372458,25.74102798800644,16.709029791331332,12.667926233260712,16.259179147434406
2021-05-20,23.245187078989055,13.747600070386401,9.373213121738768,19.962024154895833,17.439031447018902,11.608395463493304,17.729787801213337,11.638343486701535,14.69238473418442,13.82968584485595,15.49646416068753,21.65031855001416,15.802047124797896,22.951195223099834,5.362633409860451,17.19523051049992,15.48510133421458,15.532124681671847,10.208197325542308,28.759600631226082,22.709494256757903,27.964850420404854,18.112185418624918,13.766964435994822,17.517736761072587
2021-05-21,26.31786715175181,14.904023859598027,10.074799842374578,21.98304093030178,19.440056937384547,12.63408112584133,19.321756817193698,12.473851908552854,15.932282767146452,15.109505501919527,16.70538078766107,23.834865512579423,17.115787336868404,25.586383987227567,5.737278025684929,18.565362085888406,16.836771540711503,16.731693459434233,10.85464397661395,31.966200949129114,24.756320860928067,30.406658229495424,19.353036276919095,14.669310480734465,18.92777036376908
2021-05-22,30.793918948785073,16.13141977363472,10.964467896182779,23.919438524710813,21.178830888056456,13.702053359956057,21.129296717235185,13.37066169614836,17.33982373725617,16.338080496350237,18.268848461441586,25.588300914577463,18.721455934479263,28.170067064670906,6.182924427472987,20.292425974318128,18.34623192283856,18.03675578732513,11.668589934186755,34.43763377227077,26.36206764354525,32.59604301337142,20.87664952407855,15.96445147921556,20.70142541829863
2021-05-23,34.74383241551679,16.766495427476634,11.310530512437149,25.106262537710222,21.458079231203598,14.23151535436998,22.190643378898567,13.867800275170952,18.0369847299858,17.099928416377313,19.116961738132225,26.64628534700359,19.647519946807073,29.227543914733012,6.469319624838822,21.35922288289853,19.112834181808164,18.76880678178059,12.033928921693587,34.9162989391081,27.407514564593704,33.35307397207743,21.951719543219667,16.611679271566608,21.637573954231307
2021-05-24,38.34146922164539,17.47811097120465,11.68163456521148,26.170881177325498,22.123116546780796,14.924751406038402,23.506690628789748,14.35466907257178,18.835716053077185,17.75745780774773,20.19213325445187,27.533818076864197,20.717272913493208,30.64755173789474,6.574126399067508,22.64511752855715,20.01150073166207,19.379718945231627,12.32581954794146,36.37908190812359,28.5268439500167,35.417804347489444,22.944020389551167,17.510883053468078,22.46367688051967
2021-05-25,39.55850090953453,18.088269925531606,12.002719121390786,27.21083635151684,23.947313162045734,15.257523734684243,24.173448183698227,15.493546694880076,19.754644073916754,18.31038378998173,20.65544393089208,28.99566967926711,21.40299963693435,32.599578010922265,6.828463176573932,23.223096873639413,20.965081964528956,20.02628084627283,13.230345854082067,39.035438887436065,29.4389988755169,36.99982732516128,23.421570288812784,18.58634688461543,23.233175943043424
2021-05-26,41.51414929440814,18.63795127747761,12.427237070075668,28.110242527551918,24.63987369573693,15.714452243350646,24.96861547102803,15.917382850528252,20.361851802627704,18.866687244855722,21.280069515826316,29.956070179475137,22.070075357741068,33.6562000167563,7.093992306181124,23.957976857219546,21.605119398153892,20.731827063235613,13.542258603558274,40.15249198438414,30.44752867339426,37.99506090974796,24.41945170655026,19.026938308424967,23.964427595122135
2021-05-27,42.97435100048798,19.166309483681108,12.737903955072948,28.970106863027294,25.27909581684241,16.198386151877934,25.65077199429317,16.34724343899489,20.945326682067925,19.399429188982083,21.999158840580492,30.862234021790286,22.68870378340749,34.851034526410395,7.297894569697089,24.79859381995501,22.218852539590767,21.237785814060153,13.939882358197057,41.10046737263263,31.288051414753593,39.05099702018598,25.08767949002705,19.638159388876563,24.66690506239007
2021-05-28,44.23455270656781,19.785597084623515,13.077602590348404,29.96278525613971,25.89050438850682,16.668700663458242,26.407303643020175,16.731567992456895,21.528487757369906,20.035606314273405,22.72612061676187,31.8538984309812,23.369693155825953,35.7836672253355,7.608828468979806,25.469709919339095,22.847990088570565,21.760897686753417,14.26203994323568,42.17163115030903,32.2546209724522,40.03332810115311,25.884814931204065,20.171923267096346,25.3207242388728
2021-05-29,44.90841437626626,20.413696794531003,13.404298243080907,30.997646007694684,26.632911439361138,17.194186039002094,27.336666906781662,17.12521160461377,22.160845860140462,20.678252027625145,23.341692959657877,32.98872278085273,24.158225843054787,36.767965417741195,7.826823778793592,26.262186170182638,23.540071501222585,22.46587195052105,14.611685318243417,43.79375823887172,33.505815562824196,41.52605957777349,26.719865391615087,20.676151708558113,26.168446737142066
2021-05-30,45.773169403552295,20.807047980483595,13.684545824716722,31.545573282506613,26.852341404709055,17.55605565962449,27.77513947163977,17.394464003790944,22.525154608577317,21.12190661583102,23.8318012880581,33.578745362088114,24.553529718006605,37.25851008178046,8.01282608773196,26.801409246003207,23.916356986242658,22.890330162843252,14.903751817924963,44.17454600743952,34.191229178582056,42.09837788498566,27.264337107287343,21.073455336076158,26.65338786408354
2021-05-31,47.054956118727475,21.120665256079793,13.932315173445128,31.91414010380278,27.29545974970625,17.697070525052425,28.203372832384716,17.545232076948047,22.912067733233233,21.350616341401324,24.131925707369017,33.95567334531629,24.933357291501277,37.711735459955634,8.081108197638857,27.269868864216388,24.29221776609027,23.29307286891225,15.192737227348113,44.86465297108287,34.852852427260416,42.84775632850147,27.585667261218425,21.32136844617231,26.993970522623847
2021-06-01,47.55040279752125,21.230273017021503,13.98326335998602,32.19205218509953,27.35387848898936,17.894303362941155,28.476817732042036,17.968912413607086,23.163911539666586,21.495053115962357,24.300456820632274,34.38524304512757,25.180914460611632,37.99390800127405,8.122032101801059,27.478676674747696,24.551053238566734,23.430724282176797,15.621330377246545,44.933694147028795,35.05271118071249,42.91499961136119,27.799011318552523,21.749455896941726,27.279334220168682
2021-06-02,47.750402797521254,21.455358960662558,14.042857139947142,32.57874609605838,27.81997547054165,18.037834784451157,28.65346802884046,18.16993538147129,23.392362359279566,21.757772747899033,24.55307961798319,34.829203708398346,25.389590279301324,38.50630579387464,8.242910454071737,27.72217171141123,24.794148048198917,23.553039016778694,15.774922890071752,45.57098424352065,35.333762040088594,43.37455417983109,27.95632924099053,21.98247974625382,27.502148452942215
2021-06-03,47.85040279752127,21.690432910789603,14.237839121637089,32.84536614968441,28.067356632324287,18.184364658194127,28.884805295550382,18.32438351087049,23.614547530074873,21.979484137729784,24.76269039539193,35.07373906265049,25.604648724278267,38.83963860365383,8.42845068922005,27.98374949704188,25.014487294019098,23.82075747199169,15.946977074009355,46.16886164179018,35.810238015811514,43.93675154436369,28.265764275091616,22.174776412479144,27.7253537576443
2021-06-04,48.22426446721972,21.972501868806376,14.44852932427464,33.49450167630102,28.396122553517046,18.475954431387,29.325045236875884,18.600374093949494,24.011898844677592,22.30896445480411,25.181259416473612,35.779026086577474,26.01752995663679,39.30968373986733,8.602637472751844,28.433140207244715,25.40246312973493,24.18321544568271,16.346430340017026,46.552833312953695,36.46051899102148,44.308674269193006,28.72319361484863,22.507768372756534,28.208949127362978
