,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,14.736889954805608,7.312864441223341,5.842869537257471,12.151025611677788,9.384307813233796,8.248634271464944,8.406153379354036,7.173726158139345,10.647218619830577,9.121736183815718,9.184904024823224,13.31617038996177,8.940346042462771,12.164229363877809,3.888713290275161,10.234112441706896,10.435706933257322,9.871964329937773,6.81078595628076,15.287410478671672,13.578435154048945,14.900925975333983,7.427478660732248,8.523683239389209,10.535641589501157
2021-05-14,15.09976975183602,7.504084936643807,5.9656554711767305,12.501526332838226,9.891113655698454,8.426573751728606,8.595106051703072,7.508794970338452,11.21682209484267,9.321710508774157,9.536981409650297,13.761246647725518,9.214408990598228,12.62878980951314,3.957337383128409,10.731508256339232,10.867669763406187,10.125532770215756,6.951587103158367,16.224491124120604,14.066163687245002,15.850698884910578,7.56791175856843,8.747148884865949,10.843883142541578
2021-05-15,15.353498935049632,8.17214600678525,6.266262614244942,13.628521723253721,11.04855390861757,8.941245931274205,9.120783946082007,8.433816403062364,12.627781667232384,10.025290425034372,10.472258697033983,15.122283447423152,9.957887890557432,13.749686309726062,4.161776970521322,11.89913341779228,11.857482824987475,11.039514751148447,7.481395063537475,18.40988477981096,15.521181139309192,18.02038834416829,8.005938191021329,9.416584281159032,11.783131957766667
2021-05-16,16.090998064447284,8.764929415514434,6.680659605275726,14.711035912165764,11.401698296828062,9.77644790906001,9.46571042609045,8.935981791310969,13.618442835661064,11.015632817276115,11.335418948229119,16.26368265712858,10.552773850414969,14.574715675198709,4.367153310589464,12.771119221188465,12.41059968431709,11.98503174235019,7.8028655909287865,18.988208728446583,16.686205772992956,19.093952158619473,8.562981689461523,10.232558793152528,12.59888377629076
2021-05-17,18.27425864652129,9.208186999153092,6.942505747047545,16.025981260176852,12.296394347286762,10.647156551188438,9.803761346028592,9.199926557138328,15.732051590718127,11.880512367801698,12.508627810746423,17.549259584965718,11.465168508872706,16.263777377651717,4.473213034573689,13.962901992712426,14.439067170151656,13.033218453721165,8.175812490633803,21.82028999902761,18.206754607468735,21.99884978327871,8.908161098725987,10.90440127439285,14.499280624795043
2021-05-18,19.951043948311472,9.783060979456456,7.497109739782561,16.880498059928165,13.744750914538809,11.249683178674813,10.990855322518952,9.955873184853688,16.611357505491448,12.440336708890142,13.23829596998591,18.317017264948586,12.404484562489097,17.818011692995785,4.598087007689957,14.777328647735157,15.525817286999985,13.754447271048031,9.12963393196715,23.812159156542474,19.03194349047544,23.55790854145962,9.514659364502863,11.867853903164596,15.410875643320239
2021-05-19,20.96921144804244,10.503430374142038,7.926553214352515,18.2754112798479,14.60096521494862,12.082608415020262,11.672261512182422,10.689169595717424,17.84426178255189,13.36172037371664,14.004562594124106,20.20283403901547,13.18764659130427,19.083122760714534,4.847671066288853,15.672175065768062,16.632041828961416,14.621945337101874,9.592074443597935,26.058933772034944,21.00162961856409,25.602575536302723,10.138131028243375,12.50901744640099,16.610354904002975
2021-05-20,22.825540720663454,11.465194376494892,8.78851733773865,19.90575030178584,16.444995468473106,13.16985209316398,12.800852109952258,11.605208146405054,19.27812213357491,14.515493954839222,15.37023510559833,21.810305002754184,14.463737463499395,20.94577573662554,5.436601508531331,17.212764701029464,18.043154704759885,15.92679954816326,10.255840056645015,28.68035392328745,22.61015895579674,27.821850713348795,11.209720643433357,13.448843116638084,18.011504701601062
2021-05-21,25.476140392954303,12.403307046284175,9.45257342231513,21.89735025913424,18.383847883262522,14.407356564068095,13.728450624484386,12.466581545297597,20.724527362365016,15.89514570797251,16.698779870623365,23.95587191703654,15.710661753573346,23.337749389644344,5.791867954461532,18.57651369693226,19.45568557033979,17.19499150603949,10.888484138757761,31.876353891289217,24.77927665279603,30.34100417010787,12.164228480246056,14.360800194853745,19.47308985715969
2021-05-22,30.17515709309554,13.415352755849607,10.209354015431204,23.789239548689466,20.11235834485049,15.613843918168664,14.902088913411378,13.376921995971665,22.184716444265536,17.252115619491747,18.30578667692769,25.45252554744418,17.164504736914957,25.845771724077547,6.203943462338031,20.381236283611084,21.223550638304918,18.766725841760795,11.667924493353922,34.3175649146212,26.32345573644426,32.5102772499129,13.119190641784309,15.588274683965523,20.80732273329539
2021-05-23,33.97351114974437,13.973622106138016,10.496925470144102,25.19755950619575,20.41179484401226,16.265567320841363,15.318220092275945,13.886206739881988,22.929171868109698,18.127169229989995,19.19244576667239,26.63291423382556,17.886445219969243,27.13606799565913,6.48191425284398,21.52483106192826,22.14195139516294,19.621864485352543,12.001960183277335,34.83195721022799,27.495601874278176,33.2674462560319,13.744934091530746,16.24123302530785,21.428454944227543
2021-05-24,37.37096953727788,14.33561310158913,10.836374798265812,26.381172023808386,21.08219075769298,16.983449589334423,15.554060961082287,14.180527439755613,24.3713876349857,18.8154455320238,20.31315430601807,27.58483930155058,18.66443911008658,28.871443359518683,6.572710496649046,22.86572569865379,23.60532406338967,20.27579475960932,12.286064821618506,36.30402927729627,28.54636015161749,35.18103119181674,14.404177603177823,17.1783383928117,22.564644723114846
2021-05-25,38.67634375884908,14.862800395220207,11.180525306353058,27.156784554633084,22.84309086769826,17.479362005171463,16.54895416866319,15.582318040938087,24.964220628103977,19.323977945485936,20.853446003309855,28.394428460575917,19.645744845127187,30.437553003524283,6.782778588379926,23.446636372899924,24.693006510248726,20.916077737349987,13.319865634815686,38.89805424285919,29.377642177489378,36.83080496800631,14.652792758083745,18.308275950523413,23.3030590490305
2021-05-26,40.3884658030449,15.366906937466533,11.575686744778533,28.13154256684862,23.4814818649947,18.00935521765613,17.157400693004575,16.02710183351526,25.675867772204217,19.951995367376256,21.478300626346858,29.424291356076,20.263056945552826,31.484639570844006,7.0397807037100755,24.207693688347298,25.423326637621244,21.524290931281904,13.63585909651934,40.020132695580905,30.425793626259644,37.84812911597128,15.093995178671532,18.75639538561978,23.980933529285142
2021-05-27,41.953799788677586,15.818619967115383,11.852444750363926,28.975541198727107,24.21754335006945,18.543572952237394,17.511992239524318,16.428052398531655,26.340500010713477,20.547696114142347,22.138893119116926,30.30022575120596,20.85497493800665,32.47854200771813,7.227435656870067,25.063987532008756,25.942751623732534,22.171094124528643,14.001967682768004,40.95447193606694,31.316008178839123,38.8750018706873,15.569995630941914,19.33809970970551,24.468307226683788
2021-05-28,43.10289613503787,16.278621594945854,12.160694449982378,30.037874220244642,24.813559797188088,19.127624931194465,17.813791754925578,16.706801885294247,27.110317368701168,21.202771431539883,22.847577304457545,31.434501629822442,21.42288323925681,33.39128483926537,7.55975592735457,25.73750390290657,26.59249733453565,22.660519062459805,14.297822419531213,42.0427372445738,32.436686149363204,39.87187889158265,16.090572363438724,19.858254940294056,25.17280077665095
2021-05-29,43.99548137368508,16.756943443141484,12.435303822219346,31.063927649458332,25.504171463182683,19.745501878214085,18.11232820846426,17.10588623436245,28.14555626761109,21.864374286048793,23.49851964889604,32.62378496843293,22.015106719578583,34.28872959009148,7.777761665224514,26.50017446878805,27.429106059363086,23.512891327487676,14.603175825230084,43.65278564422975,33.69817151462801,41.40106866446332,16.59710515076188,20.277048608216393,25.989143350742857
2021-05-30,44.787972108937254,17.11801371587081,12.671500913529565,31.68621844379889,25.769021837024265,20.12983896348848,18.350241222243024,17.342223749212426,28.611631240731334,22.3432105231721,23.954017410022473,33.31021714291334,22.379027276858906,34.747607088521484,7.964047579736113,27.026866941982856,27.75729737970247,23.964335127936078,14.875564514061374,44.035249011667666,34.39999744680251,41.97574734640095,17.01099223163432,20.68996788936512,26.371323937093358
2021-05-31,45.99331489833651,17.37983115287216,12.941512240430775,32.11236928723498,26.022262766044832,20.301101726947298,18.931190524737637,17.47401613595731,29.135676750999327,22.579834041031617,24.30731087553189,33.70431096437557,22.759575961035527,35.32666581749797,8.032557064893954,27.490083349060505,28.432444087686267,24.250388469693174,15.22230440119947,44.708315727979084,34.86805881969233,42.73319169411288,17.12871254579198,20.96539031385725,26.85336705802139
2021-06-01,46.674953889700475,17.488276476254526,13.01102357663408,32.41202620482116,26.07892099550498,20.510085890299248,19.081668268493193,18.03797636186162,29.258667029569423,22.730875322533738,24.470589949501548,33.975818165562366,23.03715551932819,35.56952468777597,8.040949382010417,27.68990452241501,28.756358358743714,24.5147217125267,15.699369220416221,44.78861520968861,35.13284553530612,42.81255903918958,17.310309066335552,21.392138706165774,26.999971909394105
2021-06-02,46.87202197603933,17.64382083500466,13.108156937593387,32.72946493347436,26.572240436347474,20.7074596525806,19.17328655671035,18.180417455628085,29.45329669559714,22.94158261108406,24.69512620696408,34.38522491974212,23.27136306118616,35.93674592223042,8.184840674841057,27.939576237326715,28.896332293163763,24.727239866291093,15.83080708712373,45.42477347784493,35.510838768078216,43.26699460573267,17.393803037431024,21.614036369024888,27.172899827515604
2021-06-03,46.95255632625974,17.88593534433256,13.27385857871858,33.01038182136826,26.8209876199867,20.87258563548536,19.364417775831804,18.31390351111281,29.81371925116515,23.17880418587729,24.900914278300508,34.71557095515769,23.477560062119718,36.22064090660917,8.378264475516133,28.184375596964234,29.128726921886294,24.925341425625053,15.986877903193355,45.98356202190909,35.89758587745206,43.859783206860776,17.608518057722897,21.814736646369997,27.423494058257127
2021-06-04,47.40196044327906,18.162861673447,13.530345684718998,33.727054100282814,27.058436516443194,21.223902149107527,19.704552320180913,18.566396015053986,30.221568639621008,23.538708722853936,25.25821774624075,35.5961230670477,23.869988870407084,36.578670234915556,8.557831342370415,28.626624908345505,29.453942023905537,25.354940698642373,16.393125953646074,46.3846232553707,36.74225254981626,44.256905368694426,17.929100221443242,22.069066014629303,27.78899439261383
